time,timestamp
169.7취,169702
169.8취,169802
169.9취,169902
170취,170002
170.1취,170102
170.2취,170202
170.3취,170302
170.4취,170402
170.5취,170502
170.6취,170602
170.7취,170702
170.8취,170802
170.9취,170902
171취,171002
171.1취,171102
171.2취,171202
171.3취,171302
171.4취,171402
171.5취,171502
171.6취,171602
171.7취,171702
171.8취,171802
171.9취,171902
172취,172002
172.1취,172102
172.2취,172202
172.3취,172302
172.4취,172402
172.5취,172502
172.6취,172602
172.7취,172702
172.8취,172802
